Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
15325,c1ccc2c(c1)ccc1ncc3ccc4cnccc4c3c12,CC#N,403,420,Yes,280.329,C20H12N2,4.5579,-6.345,2,0,209.18,0.10489,25.78,-1.8447,0,899
9667,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,CC#N,360,434,Yes,241.245,C14H11NO3,2.118,-3.249,4,0,174.68,0.22687,46.61,2.3446,1,513
15961,O=C1c2ccccc2-c2nc3c4ccccc4c4ccccc4c3n21,ClCCl,441,616,Yes,320.35,C22H12N2O,5.4042,-8.253,3,0,229.03,0.13483,34.89,1.6257,0,1249
2064,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,C1CCCCC1,355,419,Yes,582.528,C29H22N6O8,2.8185,-9.319,14,1,419.7,0.32569,198.55,-2.3818,11,6338
669,COc1ccc(Nc2nc(/C=C/c3ccccc3)[n+]([O-])c3c2CCCC3)cc1,ClCCl,420,520,Yes,373.455,C23H23N3O2,4.74,-7.653,5,1,295.35,0.15808,59.61,-7.3233,5,2144
6934,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,O,306,475,Yes,352.423,C18H19F3N2S,4.8492,-4.843,2,0,252.87,0.097244,31.78,-1.607,5,1286
4545,c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,CCCCCl,448.03,509.68,Yes,538.652,C38H26N4,8.2832,-11.963,4,0,413.12,0.078331,33.95,2.7612,5,5814
13722,CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,Cc1ccccc1,608,641,Yes,954.675,C54H56B2F4N4O6,12.767,-19.382,10,0,727.36,0.12462,96.42,-8.1674,20,25000
13769,CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3ccncc3)(Oc3ccccc3-4)[N+]2=C1C,ClCCl,627,639,Yes,429.33,C28H24BN3O,5.2006,-8.857,4,0,319.1,0.10085,38.73,-1.7706,2,2421
13227,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ncccc54)c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ncccc54)c3)n2)cc1,Cc1ccccc1,376.56,464.88,Yes,806.931,C55H34N8,11.601,-21.569,8,0,600.82,0.1256,79.24,0.1816,6,14200
8505,c1ccc(C[n+]2cc3ccc4c[n+](Cc5ccccc5)cc5ccc(c2)c3c45)cc1,CC#N,421,427,Yes,386.497,C28H22N2,-2.4444,-5.388,2,0,294.28,0.018758,7.76,-2.775,4,2585
5037,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,Cc1ccccc1,572,588,Yes,418.681,C24H18BClF2N2,5.0991,-7.765,2,0,307.37,0.036471,16.61,-2.7781,3,2300
6444,Nc1ccc2c(c1)C(=O)NC2=O,C1CCOC1,357,445,Yes,162.148,C8H6N2O2,0.0634,-2.063,4,2,115.24,0.45826,72.19,1.4899,0,177
131,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500,530,Yes,265.359,C17H19N3,3.0853,-3.895,3,0,210.86,0.085697,19.37,0.40939,2,805
6395,CN(C)c1ccc(C#Cc2nc(-c3ccccc3)nc3ccccc23)cc1,ClCCl,414,551,Yes,349.436,C24H19N3,5.1907,-5.354,3,0,289.52,0.088042,29.02,-3.3506,3,1974
3854,c1ccc(-c2ccccc2)cc1,C1CCCCC1,254.13,332.78,Yes,154.211,C12H10,3.3188,-3.702,0,0,133.02,0,0,-2.1841,1,198
8526,Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,CCO,497.5,514.5,Yes,282.1,C16H13BF2N2,2.3639,-5.512,2,0,207.48,0.054029,16.61,-2.9684,1,804
13081,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,ClC(Cl)Cl,343,512.5,Yes,987.134,C65H56N4O2P2,16.486,-21.537,6,0,747.94,0.098698,97.36,-15.625,12,25600
12325,CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,ClCCl,576,607,Yes,1095.39,C72H74N2O8,18.915,-23.44,10,0,828.2,0.11985,111.68,-1.9577,18,29800
9629,c1ccc(-c2cc3c(oc4ccccc43)c(-c3ccccc3)[o+]2)cc1,ClCCCl,395,451,Yes,323.37,C23H15O2,5.5683,-7.671,2,0,239.46,0.058924,13.14,-6.1807,2,1365
430,c1cc2c3c(cccc3c1)C(N1CCOCCOCCOCCOCC1)=N2,CC#N,427,590,Yes,370.447,C21H26N2O4,1.6819,-2.827,6,0,291.73,0.18874,52.52,-8.6685,0,1873
1883,COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,ClCCl,418,536,Yes,552.72,C37H36N4O,7.6321,-8.048,5,0,456.06,0.085603,41.49,0.41272,9,7278
9360,CN(C)c1ccc(C#N)cc1,CCCCCC,280.26,339.49,Yes,146.192,C9H10N2,1.3916,-2.425,2,0,129.79,0.13183,27.03,-3.9006,1,162
15915,CCCCCCn1c2c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc31)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c-2c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2n1CCCCCC,ClCCl,340,382,Yes,1598.14,C120H100N4,34.741,-38.902,4,0,1215,0.022617,19.72,-7.1657,24,83600
5423,CC(C)(C(=O)c1ccc(N2c3ccccc3C(C)(C)c3ccccc32)cc1)C(=O)c1ccc(N2c3ccccc3C(C)(C)c3ccccc32)cc1,Cc1ccccc1,390,506,Yes,666.862,C47H42N2O2,9.9755,-12.949,4,0,505.95,0.06558,40.62,-1.8133,6,11200
15657,C[C@H](Nc1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12)C(=O)OC(C)(C)C,ClCCl,462,544,Yes,490.666,C30H40N3O3,4.4471,-5.039,6,1,375.46,0.11413,53.81,-21.843,6,4011
6772,Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,O,367,488,Yes,290.317,C19H14O3,3.946,-5.198,3,0,220.79,0.16826,39.44,-0.1367,1,1013
10496,CCCCC(CC)Cn1c2cc(C#N)ccc2c2ccc(C#Cc3cc(C#Cc4ccc5c6ccc(C#N)cc6n(CC(CC)CCCC)c5c4)c4ccc5c(C#Cc6ccc7c8ccc(C#N)cc8n(CC(CC)CCCC)c7c6)cc(C#Cc6ccc7c8ccc(C#N)cc8n(CC(CC)CCCC)c7c6)c6ccc3c4c65)cc21,ClCCl,467,486,Yes,1508.02,C108H98N8,29.71,-26.124,8,0,1254.6,0.065136,114.88,-10.973,28,92000
13587,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClC=C(Cl)Cl,327,388,Yes,835.104,C63H50N2,18.013,-23.389,2,0,636.84,0.028013,17.82,-2.7304,6,17800
7321,COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCC,326,397,Yes,320.265,C17H11F3O3,4.0254,-4.575,3,0,223.7,0.1477,35.53,-8.0308,3,1250
15337,O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,C1CCOC1,443,561,Yes,826.995,C53H34N2O4S2,9.4841,-11.949,6,0,571.59,0.11242,91.52,-2.8561,6,14500
10511,C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,512,659,Yes,674.87,C46H34N4S,11.779,-10.872,4,0,533.48,0.0926,60.5,1.6443,10,13000
13687,CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,ClCCl,495,554,Yes,360.415,C25H16N2O,5.8428,-6.193,3,0,266.02,0.12007,35.01,-1.263,1,1852
8302,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4ccc(-c5cccs5)cc4nc2C3(Cl)C1(OC)OC,ClC(Cl)Cl,368,462,Yes,838.662,C40H32Cl4N4O4S2,8.4314,-12.848,8,0,531.86,0.23427,144.96,-6.4175,6,10500
641,COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,ClC(Cl)Cl,339,453,Yes,338.293,C18H11FN2O4,2.8454,-4.81,6,0,247.56,0.27908,74.45,-1.602,3,1497
10910,C(=C/c1nc2ccccc2s1)\c1ccccc1,CO,340,400,Yes,237.325,C15H11NS,3.8738,-4.016,1,0,188.82,0.16593,41.13,0.85518,2,573
3286,C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,C1CCOC1,383,548,Yes,1029.26,C72H52N8,14.827,-18.79,8,0,824.62,0.088429,83.82,0.2025,16,40100
13392,CC1=CC(C)=[N+]2C1=C(c1ccc(-c3c4ccccc4c(-c4ccccc4)c4ccccc34)cc1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,502,512,Yes,576.496,C39H31BF2N2,9.168,-13.602,2,0,429.4,0.026106,16.61,-2.4569,3,6414
9219,Cc1cc(-c2ccc(C(C)(C)C)cc2)cc(C)[o+]1,ClCCl,365,417,Yes,241.353,C17H21O,4.3363,-5.437,1,0,192.52,0,0,-9.4782,2,629
6187,CCN(CC)c1ccc(/C=N/C2CCCCC2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CN(C)C=O,410,432,Yes,464.652,C28H40N4O2,5.2246,-5.67,6,2,386.46,0.14573,71.66,-2.0634,10,4135
1023,CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,540,569,Yes,429.451,C25H21N2O5,-3.6572,-3.765,7,0,313.06,0.20121,95.74,-1.8761,4,2666
9903,CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,531,550,Yes,491.456,C28H32BF2N3S,6.6295,-8.731,3,0,369.91,0.115,57.74,-0.15949,4,2935
14358,COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,O,396,496,Yes,370.396,C18H26O8,1.0162,-1.984,8,0,306.94,0.28045,89.52,-15.754,16,2117
631,COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,C1CCCCC1,403,411,Yes,309.339,C19H16FNO2,4.3039,-5.261,3,0,229.39,0.11714,23.39,-0.68534,2,973
5229,C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,C1CCOC1,388,498,Yes,383.493,C29H21N,7.4615,-8.305,1,0,313.74,0.034965,12.89,-1.4269,4,2575
3013,CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,ClCCl,488,500,Yes,234.056,C12H13BF2N2,1.2991,-4.03,2,0,168.66,0.066465,16.61,-2.9945,0,417
10870,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,C1CCCCC1,351,382.35,Yes,265.311,C17H15NO2,3.2692,-3.78,3,0,206.8,0.12858,29.54,1.7189,2,832
6667,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,CO,322,401,Yes,343.428,C26H17N,6.6623,-7.967,1,0,280.98,0.02445,4.93,-3.5484,2,1983
5858,O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,ClCCl,437,622,Yes,844.793,C52H31F6N2OP,13.664,-18.896,3,0,579.44,0.047356,35.05,-19.552,8,14800
14765,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,CCOCC,600,751,Yes,1175.63,C78H86N4O4S,21.983,-23.036,8,0,964.24,0.092716,97.42,-10.345,34,48300
14365,COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CC(C)(C)O,393,478,Yes,370.396,C18H26O8,1.0162,-1.984,8,0,306.94,0.28045,89.52,-15.754,16,2117
15171,COc1cc2c(cc1F)c(=O)c1cc(F)c(OC)cc1n2-c1ccccc1,CCO,378,424,Yes,367.35,C21H15F2NO3,4.1727,-7.47,4,0,264.55,0.13831,38.77,-0.78148,3,1598
8951,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,403,521,Yes,611.764,C38H33N3O3S,8.9329,-9.948,6,0,466.42,0.16687,92.67,-3.4904,10,7904
6357,N#Cc1nc2cnc(N)nc2n1Cc1ccccc1,O,331,406,Yes,250.264,C13H10N6,0.8865,-2.525,6,1,197.09,0.34812,93.41,-2.3397,2,684
9812,COc1ccc(-c2cnc(-c3ccccc3)o2)cc1OC,ClCCl,322,400,Yes,281.31,C17H15NO3,3.4852,-5.024,4,0,225.75,0.19969,44.49,-0.53,4,985
11979,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cnccc21,CC1CCCO1,305,318,Yes,317.39,C24H15N,4.9679,-10.623,1,0,234.71,0.046739,12.89,-1.26,0,1158
6245,COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,CC#N,402,484,Yes,342.418,C18H18N2O3S,2.1965,-3.873,5,0,255.31,0.24887,78.09,1.1349,4,1250
12327,CN(C)c1ccc(-c2ccc(C#N)s2)s1,CCO,413,510,Yes,234.346,C11H10N2S2,3.3696,-4.613,2,0,181.43,0.31875,83.51,-2.1491,2,384
2234,c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2c(N2c3ccccc3CCc3ccccc32)c2ccccc12,Cc1ccccc1,456,525,Yes,564.73,C42H32N2,10.183,-14.284,2,0,430.14,0.016506,6.48,-1.1168,2,5570
8725,O=c1[nH]c2ccccc2[nH]1,C1CCOC1,291,315,Yes,134.138,C7H6N2O,0.5513,-2.558,3,2,100.43,0.35806,41.13,-0.017949,0,108
1643,CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CS(C)=O,396,564,Yes,373.479,C22H19N3OS,4.5357,-4.725,4,1,286.11,0.20754,73.47,3.0335,4,2133
1731,Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CO,382,507,Yes,275.354,C18H17N3,2.9592,-2.687,3,0,230.52,0.12498,30.71,2.2124,3,1090
2069,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,CCO,368,388,Yes,582.528,C29H22N6O8,2.8185,-9.319,14,1,419.7,0.32569,198.55,-2.3818,11,6338
14869,COc1cccc(OC)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,ClCCl,565,586,Yes,483.63,C31H35N2O3,5.1703,-5.687,5,0,368.58,0.076917,33.94,0.57736,4,3722
6102,CC1=[N+]2C(=C(/C=C/c3ccc(C(F)(F)F)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,620,704,Yes,698.3,C38H31B2F7N4,6.5254,-12.133,4,0,490.62,0.045697,33.22,-9.2468,5,9813
7431,O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,CC#N,404,561,Yes,519.582,C36H26NOP,8.7045,-10.224,2,0,392.18,0.05245,30.12,-11.69,5,4846
10735,O=C(c1ccc(C(=C(c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,340,503,Yes,1140.35,C83H53N3O3,16.81,-28.407,6,0,862.47,0.069255,66,0.78092,13,51700
221,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,503,518,Yes,384.233,C21H23BF2N2O2,3.3208,-6.254,4,0,285.2,0.10943,35.07,-2.3368,3,1610
8174,CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4ccc(N(C)C)cc4)c(-c4ccccc4)nc3c2)cc1,CC#N,487,661,Yes,580.817,C40H44N4,9.7384,-9.248,4,0,489.86,0.059282,32.26,1.5129,13,8505
11520,CCCCCCCCCCCCCCCCCCOc1ccc(C#Cc2cc3nc4c(OCCCCCCCCCCCC)cc5c6cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)cc6c6cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)cc6c5c4nc3cc2C#Cc2ccc(OCCCCCCCCCCCCCCCCCC)cc2)cc1,ClC(Cl)Cl,487,660,Yes,1989.2,C136H214N2O7,50.103,-34.074,9,0,1803.4,0.050983,90.39,-26.496,98,204000
3831,CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CC#N,417,610,Yes,474.67,C32H30N2S,8.746,-9.572,2,0,366.11,0.088908,40.9,-0.44904,5,3939
9947,Cn1cccc1-c1cc(C#N)ccc1C#N,CCCCOCCCC,370,455,Yes,207.235,C13H9N3,1.9363,-3.627,3,0,177.9,0.19106,52.51,-1.97,1,417
9884,F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClC(Cl)Cl,430,522,Yes,343.143,C20H12BF2N3,3.6625,-10.849,3,0,233.28,0.081704,26.21,-3.7321,0,1361
14913,c1cc2c([nH]c3c4[nH]c5sccc5c4c4nsnc4c23)s1,C1CCOC1,420,511,Yes,326.428,C14H6N4S3,4.3258,-3.23,4,2,210.74,0.52672,142.08,1.6608,0,761
929,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,379,385,Yes,260.291,C18H12O2,4.6026,-6.213,2,0,192.65,0.1196,26.3,-3.9278,2,700
9825,C(=C/c1ncc(-c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)o1)\c1cccc(N2CCCC2)c1,ClCCl,353,485,Yes,528.65,C35H32N2O3,7.2659,-7.667,5,0,426.61,0.11399,47.73,1.8019,10,6387
1773,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,CC#N,330,545,Yes,316.359,C20H16N2O2,3.7158,-4.108,4,2,255,0.19302,65.18,-0.36305,4,1492
3165,CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,383,500,Yes,353.428,C22H19N5,3.4782,-6.005,5,0,297.74,0.16293,68.64,-3.4111,4,2214
3412,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CO,681,702,Yes,669.523,C37H37Br2N2,10.13,-11.597,2,0,435.4,-0.0037896,6.25,-0.5397,5,6146
11691,N#Cc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(CCO)C3=O)cc1,ClC(Cl)Cl,352,413,Yes,358.352,C21H14N2O4,2.8988,-6.094,6,1,265.5,0.24968,90.63,-1.3853,4,1830
201,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,497,508,Yes,324.181,C19H19BF2N2,3.4608,-6.218,2,0,240.68,0.046576,16.61,-2.4569,1,1076
5625,c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCCCOCCCC,407,533,Yes,452.58,C31H20N2S,8.1289,-10.785,2,0,334.79,0.095612,41.43,0.55583,2,3325
6224,COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,ClCCl,454,605,Yes,394.494,C22H22N2O3S,3.2639,-5.111,5,0,286.35,0.2219,78.09,1.4772,3,1928
7184,CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,ClC(Cl)Cl,404,530,Yes,241.333,C16H19NO,3.3018,-3.274,2,0,204.82,0.080998,20.31,-1.9594,3,727
15819,CCCCCCc1ccc(-n2c3c4cccc(OC)c4nc(-c4ccc(C)cc4)c3c3c2c2c(-c4ccc(C)cc4)nc4c(OC)cccc4c2n3-c2ccc(CCCCCC)cc2)cc1,ClC(Cl)Cl,315,464,Yes,869.162,C60H60N4O2,15.937,-19.498,6,0,692.38,0.080418,54.1,-14.362,16,17300
1112,Cn1c(=O)c(/N=N/c2ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c(O)c2ccccc21,Cc1ccccc1,458,538,Yes,463.473,C22H17N5O5S,2.5587,-5.07,10,2,329.83,0.35597,152.73,-18.481,5,3946
3917,COc1ccc(C2=C(c3ccc(F)cc3)C(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4ccc(F)cc4)c(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,653,692,Yes,745.582,C46H32BF4N3O2,8.9217,-13.822,5,0,545.92,0.078253,47.43,-3.9976,8,10700
2185,CN(C)c1ccc(C(=O)Nc2ccc(F)cc2)cc1,C1CCOC1,311,504,Yes,258.295,C15H15FN2O,2.8043,-3.478,3,1,203.4,0.13791,32.34,0.46763,3,796
2413,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,NC=O,355.8,447.01,Yes,487.554,C28H29N3O5,5.5483,-7.537,8,2,379.96,0.2476,102.69,-55.463,10,4829
3413,CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CCO,685,705,Yes,669.523,C37H37Br2N2,10.13,-11.597,2,0,435.4,-0.0037896,6.25,-0.5397,5,6146
10191,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,364,417,Yes,257.21,C12H10F3NO2,2.1132,-3.199,3,1,179.16,0.19257,38.33,-8.7495,3,579
7049,c1cc2ccc3[se]c4ccc5cccc6c(c1)c2c3c4c56,ClC(Cl)Cl,416.5,424,Yes,329.259,C20H10Se,5.715,-6.622,0,0,173,0,0,-5.8641,0,715
3795,[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,ClCCl,336,412,Yes,222.29,C15H14N2,2.9736,-4.406,2,0,178.85,0.11915,7.6,-3.1042,2,570
702,CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],CC#N,341,376,Yes,386.537,C26H30N2O,4.8793,-7.249,3,2,290.89,0.096634,35.5,-1.3645,3,2206
8380,c1ccc(-c2nc(-c3ccccn3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,388,482,Yes,405.524,C26H19N3S,5.939,-6.944,3,0,316.06,0.14507,57.26,2.3024,5,2240
4544,c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,CCCCOCCCC,447.03,494.8,Yes,538.652,C38H26N4,8.2832,-11.963,4,0,413.12,0.078331,33.95,2.7612,5,5814
8204,CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CN(C)C=O,404,490,Yes,241.295,C8H7N3O2S2,1.3773,-4.213,5,1,167.69,0.58686,124.43,-0.42199,2,329
9214,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CC#N,392,599,Yes,302.42,C21H22N2,4.943,-5.561,2,0,267.07,0.064066,27.03,-3.7135,4,1448
14467,O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,454,464,Yes,320.105,C18H11BF2N2O,3.1849,-6.624,3,0,215.38,0.082691,28.7,-2.3676,0,1122
13646,CCCCCCc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(CCCCCC)s5)s4)c4ccc5c(-c6ccc(-c7ccc(CCCCCC)s7)s6)cc(-c6ccc(-c7ccc(CCCCCC)s7)s6)c6ccc3c4c65)s2)s1,ClC(Cl)Cl,451,530,Yes,1195.91,C72H74S8,29.745,-28.984,0,0,922.48,0.17657,225.92,-14.22,28,35900
7134,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,O,372,480,Yes,214.267,C13H14N2O,2.0647,-3.272,3,1,168.94,0.21013,37.38,2.0945,1,406
13583,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCCCCC,325,382,Yes,835.104,C63H50N2,18.013,-23.389,2,0,636.84,0.028013,17.82,-2.7304,6,17800
6620,C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C1CCCCC1,335,390,Yes,376.534,C25H20N2Si,6.7062,-2.513,2,0,329.98,0.066489,25.78,-58.45,3,2745
883,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,548,573,Yes,557.666,C27H29N2O7S2,-3.804,-2.151,9,0,389.76,0.24135,146.64,-15.487,8,4268
15972,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3ccccc3cc12)(C(C)C)C(C)C,ClCCl,643,649,Yes,639.085,C44H54Si2,12.825,-10.714,0,0,520.38,0,0,-34.2,8,6815
837,[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],O,274,304,Yes,181.19,C9H11NO3,-1.8949,-1.245,4,3,138.49,0.3936,83.55,-11.045,3,268
